 Keyword	Units	Type	Component	Legend Label
MuY_L2o	-	Friction coefficient	Ground and road	Ground Y friction, tire L2o	Tire/Ground MuY L2o
MuY_L3i	-	Friction coefficient	Ground and road	Ground Y friction, tire L3i	Tire/Ground MuY L3i
MuY_L3o	-	Friction coefficient	Ground and road	Ground Y friction, tire L3o	Tire/Ground MuY L3o
MuY_L4i	-	Friction coefficient	Ground and road	Ground Y friction, tire L4i	Tire/Ground MuY L4i
MuY_L4o	-	Friction coefficient	Ground and road	Ground Y friction, tire L4o	Tire/Ground MuY L4o
MuY_R1i	-	Friction coefficient	Ground and road	Ground Y friction, tire R1i	Tire/Ground MuY R1i
MuY_R1o	-	Friction coefficient	Ground and road	Ground Y friction, tire R1o	Tire/Ground MuY R1o
MuY_R2i	-	Friction coefficient	Ground and road	Ground Y friction, tire R2i	Tire/Ground MuY R2i
MuY_R2o	-	Friction coefficient	Ground and road	Ground Y friction, tire R2o	Tire/Ground MuY R2o
MuY_R3i	-	Friction coefficient	Ground and road	Ground Y friction, tire R3i	Tire/Ground MuY R3i
MuY_R3o	-	Friction coefficient	Ground and road	Ground Y friction, tire R3o	Tire/Ground MuY R3o
MuY_R4i	-	Friction coefficient	Ground and road	Ground Y friction, tire R4i	Tire/Ground MuY R4i
MuY_R4o	-	Friction coefficient	Ground and road	Ground Y friction, tire R4o	Tire/Ground MuY R4o
MxExA1	N-m	Moment	External actions	External Mx, axle 1	Axle 1
MxExA2	N-m	Moment	External actions	External Mx, axle 2	Axle 2
MxExA3	N-m	Moment	External actions	External Mx, axle 3	Axle 3
MxExA4	N-m	Moment	External actions	External Mx, axle 4	Axle 4
MxGExA1	N-m	Moment	External actions	External MxG, axle 1	Axle 1
MxGExA2	N-m	Moment	External actions	External MxG, axle 2	Axle 2
MxGExA3	N-m	Moment	External actions	External MxG, axle 3	Axle 3
MxGExA4	N-m	Moment	External actions	External MxG, axle 4	Axle 4
MXGEXT	N-m	Moment	External actions	External MxG 	Sprung mass
MXGEXT2	N-m	Moment	External actions	External MxG 2	Sprung mass
Mx_A1	N-m	Moment	Suspensions	Auxiliary roll moment, axle 1	Axle 1
Mx_A2	N-m	Moment	Suspensions	Auxiliary roll moment, axle 2	Axle 2
Mx_A3	N-m	Moment	Suspensions	Auxiliary roll moment, axle 3	Axle 3
Mx_A4	N-m	Moment	Suspensions	Auxiliary roll moment, axle 4	Axle 4
Mx_Air	N-m	Moment	Aerodynamics	Aero Mx, unit 1	Aero Mx, unit 1
Mx_Air_2	N-m	Moment	Aerodynamics	Aero Mx, unit 2	Aero Mx, unit 2
MX_EXT	N-m	Moment	External actions	External Mx 	Sprung mass
MX_EXT2	N-m	Moment	External actions	External Mx 2	Sprung mass
Mx_H	N-m	Moment	Hitch	X moment at hitch from unit 2	X moment, hitch
Mx_L1	N-m	Moment	Tires	Overturning moment, wheel L1	Wheel L1 overturning
Mx_L1i	N-m	Moment	Tires	Overturning moment, tire L1i	Tire L1i overturning
Mx_L1o	N-m	Moment	Tires	Overturning moment, tire L1o	Tire L1o overturning
Mx_L2	N-m	Moment	Tires	Overturning moment, wheel L2	Wheel L2 overturning
Mx_L2i	N-m	Moment	Tires	Overturning moment, tire L2i	Tire L2i overturning
Mx_L2o	N-m	Moment	Tires	Overturning moment, tire L2o	Tire L2o overturning
Mx_L3	N-m	Moment	Tires	Overturning moment, wheel L3	Wheel L3 overturning
Mx_L3i	N-m	Moment	Tires	Overturning moment, tire L3i	Tire L3i overturning
Mx_L3o	N-m	Moment	Tires	Overturning moment, tire L3o	Tire L3o overturning
Mx_L4	N-m	Moment	Tires	Overturning moment, wheel L4	Wheel L4 overturning
Mx_L4i	N-m	Moment	Tires	Overturning moment, tire L4i	Tire L4i overturning
Mx_L4o	N-m	Moment	Tires	Overturning moment, tire L4o	Tire L4o overturning
Mx_R1	N-m	Moment	Tires	Overturning moment, wheel R1	Wheel R1 overturning
Mx_R1i	N-m	Moment	Tires	Overturning moment, tire R1i	Tire R1i overturning
Mx_R1o	N-m	Moment	Tires	Overturning moment, tire R1o	Tire R1o overturning
Mx_R2	N-m	Moment	Tires	Overturning moment, wheel R2	Wheel R2 overturning
Mx_R2i	N-m	Moment	Tires	Overturning moment, tire R2i	Tire R2i overturning
Mx_R2o	N-m	Moment	Tires	Overturning moment, tire R2o	Tire R2o overturning
Mx_R3	N-m	Moment	Tires	Overturning moment, wheel R3	Wheel R3 overturning
Mx_R3i	N-m	Moment	Tires	Overturning moment, tire R3i	Tire R3i overturning
Mx_R3o	N-m	Moment	Tires	Overturning moment, tire R3o	Tire R3o overturning
Mx_R4	N-m	Moment	Tires	Overturning moment, wheel R4	Wheel R4 overturning
Mx_R4i	N-m	Moment	Tires	Overturning moment, tire R4i	Tire R4i overturning
Mx_R4o	N-m	Moment	Tires	Overturning moment, tire R4o	Tire R4o overturning
Mx_WC_L1	N-m	Moment	Wheels	Tire Mx at wheel center L1	Tire Mx at wheel center L1
Mx_WC_L2	N-m	Moment	Wheels	Tire Mx at wheel center L2	Tire Mx at wheel center L2
Mx_WC_L3	N-m	Moment	Wheels	Tire Mx at wheel center L3	Tire Mx at wheel center L3
Mx_WC_L4	N-m	Moment	Wheels	Tire Mx at wheel center L4	Tire Mx at wheel center L4
Mx_WC_R1	N-m	Moment	Wheels	Tire Mx at wheel center R1	Tire Mx at wheel center R1
Mx_WC_R2	N-m	Moment	Wheels	Tire Mx at wheel center R2	Tire Mx at wheel center R2
Mx_WC_R3	N-m	Moment	Wheels	Tire Mx at wheel center R3	Tire Mx at wheel center R3
Mx_WC_R4	N-m	Moment	Wheels	Tire Mx at wheel center R4	Tire Mx at wheel center R4
MyExA1	N-m	Moment	External actions	External My, axle 1	Axle 1
MyExA2	N-m	Moment	External actions	External My, axle 2	Axle 2
MyExA3	N-m	Moment	External actions	External My, axle 3	Axle 3
MyExA4	N-m	Moment	External actions	External My, axle 4	Axle 4
MyGExA1	N-m	Moment	External actions	External MyG, axle 1	Axle 1
MyGExA2	N-m	Moment	External actions	External MyG, axle 2	Axle 2
MyGExA3	N-m	Moment	External actions	External MyG, axle 3	Axle 3
MyGExA4	N-m	Moment	External actions	External MyG, axle 4	Axle 4
MYGEXT	N-m	Moment	External actions	External MyG 	Sprung mass
MYGEXT2	N-m	Moment	External actions	External MyG 2	Sprung mass
MyRR_L1i	N-m	Moment	Tires	Rolling resist moment, tire L1i	Tire L1i rolling resistance
MyRR_L1o	N-m	Moment	Tires	Rolling resist moment, tire L1o	Tire L1o rolling resistance
MyRR_L2i	N-m	Moment	Tires	Rolling resist moment, tire L2i	Tire L2i rolling resistance
MyRR_L2o	N-m	Moment	Tires	Rolling resist moment, tire L2o	Tire L2o rolling resistance
MyRR_L3i	N-m	Moment	Tires	Rolling resist moment, tire L3i	Tire L3i rolling resistance
MyRR_L3o	N-m	Moment	Tires	Rolling resist moment, tire L3o	Tire L3o rolling resistance
MyRR_L4i	N-m	Moment	Tires	Rolling resist moment, tire L4i	Tire L4i rolling resistance
MyRR_L4o	N-m	Moment	Tires	Rolling resist moment, tire L4o	Tire L4o rolling resistance
MyRR_R1i	N-m	Moment	Tires	Rolling resist moment, tire R1i	Tire R1i rolling resistance
MyRR_R1o	N-m	Moment	Tires	Rolling resist moment, tire R1o	Tire R1o rolling resistance
MyRR_R2i	N-m	Moment	Tires	Rolling resist moment, tire R2i	Tire R2i rolling resistance
MyRR_R2o	N-m	Moment	Tires	Rolling resist moment, tire R2o	Tire R2o rolling resistance
MyRR_R3i	N-m	Moment	Tires	Rolling resist moment, tire R3i	Tire R3i rolling resistance
MyRR_R3o	N-m	Moment	Tires	Rolling resist moment, tire R3o	Tire R3o rolling resistance
MyRR_R4i	N-m	Moment	Tires	Rolling resist moment, tire R4i	Tire R4i rolling resistance
MyRR_R4o	N-m	Moment	Tires	Rolling resist moment, tire R4o	Tire R4o rolling resistance
MyTnd_1	N-m	Moment	Suspensions	Reaction moment, tandem 1	Tandem 1
My_Air	N-m	Moment	Aerodynamics	Aero My, unit 1	Aero My, unit 1
My_Air_2	N-m	Moment	Aerodynamics	Aero My, unit 2	Aero My, unit 2
My_Bk_L1	N-m	Moment	Brakes	Brake moment L1	Brake My L1
My_Bk_L2	N-m	Moment	Brakes	Brake moment L2	Brake My L2
My_Bk_L3	N-m	Moment	Brakes	Brake moment L3	Brake My L3
My_Bk_L4	N-m	Moment	Brakes	Brake moment L4	Brake My L4
My_Bk_R1	N-m	Moment	Brakes	Brake moment R1	Brake My R1
My_Bk_R2	N-m	Moment	Brakes	Brake moment R2	Brake My R2
My_Bk_R3	N-m	Moment	Brakes	Brake moment R3	Brake My R3
My_Bk_R4	N-m	Moment	Brakes	Brake moment R4	Brake My R4
My_Dr_L1	N-m	Moment	Powertrain	Total drive moment for wheel L1	Drive wheel L1
My_Dr_L2	N-m	Moment	Powertrain	Total drive moment for wheel L2	Drive wheel L2
My_Dr_L3	N-m	Moment	Powertrain	Total drive moment for wheel L3	Drive wheel L3
My_Dr_R1	N-m	Moment	Powertrain	Total drive moment for wheel R1	Drive wheel R1
My_Dr_R2	N-m	Moment	Powertrain	Total drive moment for wheel R2	Drive wheel R2
My_Dr_R3	N-m	Moment	Powertrain	Total drive moment for wheel R3	Drive wheel R3
MY_EXT	N-m	Moment	External actions	External My 	Sprung mass
MY_EXT2	N-m	Moment	External actions	External My 2	Sprung mass
My_H	N-m	Moment	Hitch	Y moment at hitch from unit 2	Y moment, hitch
My_RR_L1	N-m	Moment	Tires	Rolling resist moment, wheel L1	Wheel L1 rolling resistance
My_RR_L2	N-m	Moment	Tires	Rolling resist moment, wheel L2	Wheel L2 rolling resistance
My_RR_L3	N-m	Moment	Tires	Rolling resist moment, wheel L3	Wheel L3 rolling resistance
My_RR_L4	N-m	Moment	Tires	Rolling resist moment, wheel L4	Wheel L4 rolling resistance
My_RR_R1	N-m	Moment	Tires	Rolling resist moment, wheel R1	Wheel R1 rolling resistance
My_RR_R2	N-m	Moment	Tires	Rolling resist moment, wheel R2	Wheel R2 rolling resistance
My_RR_R3	N-m	Moment	Tires	Rolling resist moment, wheel R3	Wheel R3 rolling resistance
My_RR_R4	N-m	Moment	Tires	Rolling resist moment, wheel R4	Wheel R4 rolling resistance
My_US_L1	N-m	Moment	Wheels	Ext moment on whl from usm L1	Wheel L1
My_US_L2	N-m	Moment	Wheels	Ext moment on whl from usm L2	Wheel L2
My_US_L3	N-m	Moment	Wheels	Ext moment on whl from usm L3	Wheel L3
My_US_L4	N-m	Moment	Wheels	Ext moment on whl from usm L4	Wheel L4
My_US_R1	N-m	Moment	Wheels	Ext moment on whl from usm R1	Wheel R1
My_US_R2	N-m	Moment	Wheels	Ext moment on whl from usm R2	Wheel R2
My_US_R3	N-m	Moment	Wheels	Ext moment on whl from usm R3	Wheel R3
My_US_R4	N-m	Moment	Wheels	Ext moment on whl from usm R4	Wheel R4
My_WC_L1	N-m	Moment	Wheels	Tire My at wheel center L1	Tire My at wheel center L1
My_WC_L2	N-m	Moment	Wheels	Tire My at wheel center L2	Tire My at wheel center L2
My_WC_L3	N-m	Moment	Wheels	Tire My at wheel center L3	Tire My at wheel center L3
My_WC_L4	N-m	Moment	Wheels	Tire My at wheel center L4	Tire My at wheel center L4
My_WC_R1	N-m	Moment	Wheels	Tire My at wheel center R1	Tire My at wheel center R1
My_WC_R2	N-m	Moment	Wheels	Tire My at wheel center R2	Tire My at wheel center R2
My_WC_R3	N-m	Moment	Wheels	Tire My at wheel center R3	Tire My at wheel center R3
My_WC_R4	N-m	Moment	Wheels	Tire My at wheel center R4	Tire My at wheel center R4
MzExA1	N-m	Moment	External actions	External Mz, axle 1	Axle 1
MzExA2	N-m	Moment	External actions	External Mz, axle 2	Axle 2
MzExA3	N-m	Moment	External actions	External Mz, axle 3	Axle 3
MzExA4	N-m	Moment	External actions	External Mz, axle 4	Axle 4
MzGExA1	N-m	Moment	External actions	External MzG, axle 1	Axle 1
MzGExA2	N-m	Moment	External actions	External MzG, axle 2	Axle 2
MzGExA3	N-m	Moment	External actions	External MzG, axle 3	Axle 3
MzGExA4	N-m	Moment	External actions	External MzG, axle 4	Axle 4
MZGEXT	N-m	Moment	External actions	External MzG 	Sprung mass
MZGEXT2	N-m	Moment	External actions	External MzG 2	Sprung mass
Mz_Air	N-m	Moment	Aerodynamics	Aero Mz, unit 1	Aero Mz, unit 1
Mz_Air_2	N-m	Moment	Aerodynamics	Aero Mz, unit 2	Aero Mz, unit 2
MZ_EXT	N-m	Moment	External actions	External Mz 	Sprung mass
MZ_EXT2	N-m	Moment	External actions	External Mz 2	Sprung mass
Mz_H	N-m	Moment	Hitch	Z moment at hitch from unit 2	Z moment, hitch
Mz_KP_L1	N-m	Moment	Steering	Steer moment about kingpin L1	Kingpin L1 steer moment
Mz_KP_L2	N-m	Moment	Steering	Steer moment about kingpin L2	Kingpin L2 steer moment
Mz_KP_L3	N-m	Moment	Steering	Steer moment about kingpin L3	Kingpin L3 steer moment
Mz_KP_L4	N-m	Moment	Steering	Steer moment about kingpin L4	Kingpin L4 steer moment
Mz_KP_R1	N-m	Moment	Steering	Steer moment about kingpin R1	Kingpin R1 steer moment
Mz_KP_R2	N-m	Moment	Steering	Steer moment about kingpin R2	Kingpin R2 steer moment
Mz_KP_R3	N-m	Moment	Steering	Steer moment about kingpin R3	Kingpin R3 steer moment
Mz_KP_R4	N-m	Moment	Steering	Steer moment about kingpin R4	Kingpin R4 steer moment
Mz_L1	N-m	Moment	Tires	Aligning moment, wheel L1	Wheel L1 aligning
Mz_L1i	N-m	Moment	Tires	Aligning moment, tire L1i	Tire L1i aligning
Mz_L1o	N-m	Moment	Tires	Aligning moment, tire L1o	Tire L1o aligning
Mz_L2	N-m	Moment	Tires	Aligning moment, wheel L2	Wheel L2 aligning
Mz_L2i	N-m	Moment	Tires	Aligning moment, tire L2i	Tire L2i aligning
Mz_L2o	N-m	Moment	Tires	Aligning moment, tire L2o	Tire L2o aligning
Mz_L3	N-m	Moment	Tires	Aligning moment, wheel L3	Wheel L3 aligning
Mz_L3i	N-m	Moment	Tires	Aligning moment, tire L3i	Tire L3i aligning
Mz_L3o	N-m	Moment	Tires	Aligning moment, tire L3o	Tire L3o aligning
Mz_L4	N-m	Moment	Tires	Aligning moment, wheel L4	Wheel L4 aligning
Mz_L4i	N-m	Moment	Tires	Aligning moment, tire L4i	Tire L4i aligning
Mz_L4o	N-m	Moment	Tires	Aligning moment, tire L4o	Tire L4o aligning
Mz_R1	N-m	Moment	Tires	Aligning moment, wheel R1	Wheel R1 aligning
Mz_R1i	N-m	Moment	Tires	Aligning moment, tire R1i	Tire R1i aligning
Mz_R1o	N-m	Moment	Tires	Aligning moment, tire R1o	Tire R1o aligning
Mz_R2	N-m	Moment	Tires	Aligning moment, wheel R2	Wheel R2 aligning
Mz_R2i	N-m	Moment	Tires	Aligning moment, tire R2i	Tire R2i aligning
Mz_R2o	N-m	Moment	Tires	Aligning moment, tire R2o	Tire R2o aligning
Mz_R3	N-m	Moment	Tires	Aligning moment, wheel R3	Wheel R3 aligning
Mz_R3i	N-m	Moment	Tires	Aligning moment, tire R3i	Tire R3i aligning
Mz_R3o	N-m	Moment	Tires	Aligning moment, tire R3o	Tire R3o aligning
Mz_R4	N-m	Moment	Tires	Aligning moment, wheel R4	Wheel R4 aligning
Mz_R4i	N-m	Moment	Tires	Aligning moment, tire R4i	Tire R4i aligning
Mz_R4o	N-m	Moment	Tires	Aligning moment, tire R4o	Tire R4o aligning
Mz_WC_L1	N-m	Moment	Wheels	Tire Mz at wheel center L1	Tire Mz at wheel center L1
Mz_WC_L2	N-m	Moment	Wheels	Tire Mz at wheel center L2	Tire Mz at wheel center L2
Mz_WC_L3	N-m	Moment	Wheels	Tire Mz at wheel center L3	Tire Mz at wheel center L3
Mz_WC_L4	N-m	Moment	Wheels	Tire Mz at wheel center L4	Tire Mz at wheel center L4
Mz_WC_R1	N-m	Moment	Wheels	Tire Mz at wheel center R1	Tire Mz at wheel center R1
Mz_WC_R2	N-m	Moment	Wheels	Tire Mz at wheel center R2	Tire Mz at wheel center R2
Mz_WC_R3	N-m	Moment	Wheels	Tire Mz at wheel center R3	Tire Mz at wheel center R3
Mz_WC_R4	N-m	Moment	Wheels	Tire Mz at wheel center R4	Tire Mz at wheel center R4
M_boost	N-m	Torque	Steering	Steering boost torque	Power steering
M_Clutch	N-m	Torque	Powertrain	Torq. trans. device clutch torq.	Torque transfer device clutch
M_Cl_Cap	N-m	Torque	Powertrain	Max. main clutch torque capacity	Torque transfer device clutch
M_ColHys	N-m	Torque	Steering	Steering col. hysteresis torque	Steering
M_ColVis	N-m	Torque	Steering	Steering column damping torque	Steering
M_D1visc	N-m	Torque	Powertrain	Drive A1 diff. viscous torque	Drive. A1 diff. viscous coupling
M_D1_Cl	N-m	Torque	Powertrain	Drive A1 diff. clutch torque	Drive A1 differential clutch
M_D1_Cl2	N-m	Torque	Powertrain	Drv. A1 diff. 2nd clutch torque	Drv. A1 diff. second clutch
M_D2visc	N-m	Torque	Powertrain	Drive A2 diff. viscous torque	Drive A2 diff. viscous coupling
M_D2_Cl	N-m	Torque	Powertrain	Drive A2 diff. clutch torque	Drive A2 differential clutch
M_D2_Cl2	N-m	Torque	Powertrain	Drv. A2 diff. 2nd clutch torque	Drv. A2 diff. second clutch
M_D3f	N-m	Torque	Powertrain	Trns case shaft to drv A1 torque	Trns case output shaft to drv A1
M_D3r	N-m	Torque	Powertrain	Trns case shaft to drv A2 torque	Trns case output shaft to drv A2
M_D3visc	N-m	Torque	Powertrain	Trans case drv A1-2 visc torque	Trns case drv A1-2 visc coupling
M_D3_Cl	N-m	Torque	Powertrain	Trns case drv A1-2 clutch torque	Transfer case drive A1-2 clutch
M_D3_Cl2	N-m	Torque	Powertrain	Trcase A1-2. 2nd clutch torq.	Trcase drv. A1-2, second clutch
M_D4visc	N-m	Torque	Powertrain	Drv. A3 diff. viscous torque	Drv. A3 diff. viscous coupling
M_D4_Cl	N-m	Torque	Powertrain	Drv. A3 diff. clutch torque	Drv. A3 differential clutch
M_D5visc	N-m	Torque	Powertrain	Drv. A4 diff. viscous torque	Drv. A4 diff. viscous coupling
M_D5_Cl	N-m	Torque	Powertrain	Drv. A4 diff. clutch torque	Drv. A4 differential clutch
M_D6f	N-m	Torque	Powertrain	Trcase shaft to drv. A3 torque	Trcase output shaft to drv. A3
M_D6r	N-m	Torque	Powertrain	Trcase shaft to drv. A4 torque	Trcase output shaft to drv. A4
M_D6visc	N-m	Torque	Powertrain	Trcase drv. A3-4 viscous torque	Tcase drv. A3-4 viscous coupling
M_D6_Cl	N-m	Torque	Powertrain	Trcase drv. A3-4 clutch torque	Trans. case drv. A3-4 clutch
M_D7f	N-m	Torque	Powertrain	Master trcase fr. shaft torque	Master trcase front output shaft
M_D7r	N-m	Torque	Powertrain	Master trcase re. shaft torque	Master trcase rear output shaft
M_D7visc	N-m	Torque	Powertrain	Master trcase viscous torque	Master trcase viscous coupling
M_D7_Cl	N-m	Torque	Powertrain	Master trcase clutch torque	Master trans. case clutch
M_D8visc	N-m	Torque	Powertrain	Drv. A5 diff. viscous torque	Drv. A5 diff. viscous coupling
M_D8_Cl	N-m	Torque	Powertrain	Drv. A5 diff. clutch torque	Drv. A5 differential clutch
M_D9f	N-m	Torque	Powertrain	Trcase shaft to drv. A4 torque	Trcase output shaft to drv. A4
M_D9r	N-m	Torque	Powertrain	Trcase shaft to drv. A5 torque	Trcase output shaft to drv. A5
M_D9visc	N-m	Torque	Powertrain	Trcase drv. A4-5 viscous torque	Tcase drv. A4-5 viscous coupling
M_D9_Cl	N-m	Torque	Powertrain	Trcase drv. A4-5 clutch torque	Trans. case drv. A4-5 clutch
M_EngEsc	N-m	Torque	Powertrain	ESC requesting engine torque	ESC requesting for engine
M_EngOut	N-m	Torque	Powertrain	Engine crankshaft output torque	Engine crankshaft output
M_Eng_In	N-m	Torque	Powertrain	Engine crankshaft input torque	Engine crankshaft input
M_Eng_Rq	N-m	Torque	Powertrain	Driver requesting engine torque	Driver requesting for engine
M_L1_Cl	N-m	Torque	Powertrain	Drv. A1 left whl. clutch torque	Drv. A1 left wheel clutch
M_L2_Cl	N-m	Torque	Powertrain	Drv. A2 left whl. clutch torque	Drv. A2 left wheel clutch
M_R1_Cl	N-m	Torque	Powertrain	Drv. A1 right whl. clutch torque	Drv. A1 right wheel clutch
M_R2_Cl	N-m	Torque	Powertrain	Drv. A2 right whl. clutch torque	Drv. A2 right wheel clutch
M_SW	N-m	Torque	Steering	Steering wheel torque	Steering wheel
M_Tbar	N-m	Torque	Steering	Steering torsion bar torque	Steering
M_TC	N-m	Torque	Powertrain	Trans input shaft torque	Transmission input shaft
M_Trans	N-m	Torque	Powertrain	Trans. output shaft torque	Transmission output shaft
M_TRdL1	N-m	Moment	Steering	Steer gear moment from tierod L1	Pitman arm L1 torque
M_TRdL2	N-m	Moment	Steering	Steer gear moment from tierod L2	Pitman arm L2 torque
M_TRdL3	N-m	Moment	Steering	Steer gear moment from tierod L3	Pitman arm L3 torque
M_TRdL4	N-m	Moment	Steering	Steer gear moment from tierod L4	Pitman arm L4 torque
M_TRdR1	N-m	Moment	Steering	Steer gear moment from tierod R1	Pitman arm R1 torque
M_TRdR2	N-m	Moment	Steering	Steer gear moment from tierod R2	Pitman arm R2 torque
M_TRdR3	N-m	Moment	Steering	Steer gear moment from tierod R3	Pitman arm R3 torque
M_TRdR4	N-m	Moment	Steering	Steer gear moment from tierod R4	Pitman arm R4 torque
PbkCh_L1	MPa	Pressure	Brakes	Brake actuator pressure L1	Brake actuator pressure L1
PbkCh_L2	MPa	Pressure	Brakes	Brake actuator pressure L2	Brake actuator pressure L2
PbkCh_L3	MPa	Pressure	Brakes	Brake actuator pressure L3	Brake actuator pressure L3
PbkCh_L4	MPa	Pressure	Brakes	Brake actuator pressure L4	Brake actuator pressure L4
PbkCh_R1	MPa	Pressure	Brakes	Brake actuator pressure R1	Brake actuator pressure R1
PbkCh_R2	MPa	Pressure	Brakes	Brake actuator pressure R2	Brake actuator pressure R2
PbkCh_R3	MPa	Pressure	Brakes	Brake actuator pressure R3	Brake actuator pressure R3
PbkCh_R4	MPa	Pressure	Brakes	Brake actuator pressure R4	Brake actuator pressure R4
PbkD_L1	MPa	Pressure	Brakes	Delivery pressure, brake L1	Delivery pressure L1
PbkD_L2	MPa	Pressure	Brakes	Delivery pressure, brake L2	Delivery pressure L2
PbkD_L3	MPa	Pressure	Brakes	Delivery pressure, brake L3	Delivery pressure L3
PbkD_L4	MPa	Pressure	Brakes	Delivery pressure, brake L4	Delivery pressure L4
PbkD_R1	MPa	Pressure	Brakes	Delivery pressure, brake R1	Delivery pressure R1
PbkD_R2	MPa	Pressure	Brakes	Delivery pressure, brake R2	Delivery pressure R2
PbkD_R3	MPa	Pressure	Brakes	Delivery pressure, brake R3	Delivery pressure R3
PbkD_R4	MPa	Pressure	Brakes	Delivery pressure, brake R4	Delivery pressure R4
Pbk_Con	MPa	Pressure	Brakes	Brake control input (M/C)	Brake master cylinder
Pctl_L1	MPa	Pressure	Brakes	Pressure from controller L1	Control pressure L1
Pctl_L2	MPa	Pressure	Brakes	Pressure from controller L2	Control pressure L2
Pctl_L3	MPa	Pressure	Brakes	Pressure from controller L3	Control pressure L3
Pctl_L4	MPa	Pressure	Brakes	Pressure from controller L4	Control pressure L4
Pctl_R1	MPa	Pressure	Brakes	Pressure from controller R1	Control pressure R1
Pctl_R2	MPa	Pressure	Brakes	Pressure from controller R2	Control pressure R2
Pctl_R3	MPa	Pressure	Brakes	Pressure from controller R3	Control pressure R3
Pctl_R4	MPa	Pressure	Brakes	Pressure from controller R4	Control pressure R4
Pitch	deg	Angle	Chassis motion	Pitch, unit 1	Unit 1 pitch
PitchGL1	deg	Angle	Ground and road	Pitch at ground, wheel L1	Pitch at ground, wheel L1
PitchGL2	deg	Angle	Ground and road	Pitch at ground, wheel L2	Pitch at ground, wheel L2
PitchGL3	deg	Angle	Ground and road	Pitch at ground, wheel L3	Pitch at ground, wheel L3
PitchGL4	deg	Angle	Ground and road	Pitch at ground, wheel L4	Pitch at ground, wheel L4
PitchGR1	deg	Angle	Ground and road	Pitch at ground, wheel R1	Pitch at ground, wheel R1
PitchGR2	deg	Angle	Ground and road	Pitch at ground, wheel R2	Pitch at ground, wheel R2
PitchGR3	deg	Angle	Ground and road	Pitch at ground, wheel R3	Pitch at ground, wheel R3
PitchGR4	deg	Angle	Ground and road	Pitch at ground, wheel R4	Pitch at ground, wheel R4
PitchO1	deg	Pitch angle	Targets	Pitch angle of moving object 1	Moving object 1
PitchO10	deg	Pitch angle	Targets	Pitch angle of moving object 10	Moving object 10
PitchO2	deg	Pitch angle	Targets	Pitch angle of moving object 2	Moving object 2
PitchO3	deg	Pitch angle	Targets	Pitch angle of moving object 3	Moving object 3
PitchO4	deg	Pitch angle	Targets	Pitch angle of moving object 4	Moving object 4
PitchO5	deg	Pitch angle	Targets	Pitch angle of moving object 5	Moving object 5
PitchO6	deg	Pitch angle	Targets	Pitch angle of moving object 6	Moving object 6
PitchO7	deg	Pitch angle	Targets	Pitch angle of moving object 7	Moving object 7
PitchO8	deg	Pitch angle	Targets	Pitch angle of moving object 8	Moving object 8
PitchO9	deg	Pitch angle	Targets	Pitch angle of moving object 9	Moving object 9
PitchRd	deg	Angle	Chassis motion	Unit 1 pitch rel. to road ref	Unit 1 pitch
PitchRd2	deg	Angle	Chassis motion	Unit 2 pitch rel. to road ref	Unit 2 pitch
PitchR_H	deg/s	Angular rate	Hitch	Pitch rate, hitch	Pitch rate, hitch
Pitch_2	deg	Angle	Chassis motion	Pitch, unit 2	Unit 2 pitch
Pitch_A1	deg	Angle	Axles	Axle 1 pitch	Axle 1 pitch
Pitch_A2	deg	Angle	Axles	Axle 2 pitch	Axle 2 pitch
Pitch_A3	deg	Angle	Axles	Axle 3 pitch	Axle 3 pitch
Pitch_A4	deg	Angle	Axles	Axle 4 pitch	Axle 4 pitch
Pitch_H	deg	Angle	Hitch	Pitch, hitch	Pitch, hitch
Pitch_L1	deg	Angle	Wheels	Pitch, wheel L1	Pitch, wheel L1
Pitch_L2	deg	Angle	Wheels	Pitch, wheel L2	Pitch, wheel L2
Pitch_L3	deg	Angle	Wheels	Pitch, wheel L3	Pitch, wheel L3
Pitch_L4	deg	Angle	Wheels	Pitch, wheel L4	Pitch, wheel L4
Pitch_R1	deg	Angle	Wheels	Pitch, wheel R1	Pitch, wheel R1
Pitch_R2	deg	Angle	Wheels	Pitch, wheel R2	Pitch, wheel R2
Pitch_R3	deg	Angle	Wheels	Pitch, wheel R3	Pitch, wheel R3
Pitch_R4	deg	Angle	Wheels	Pitch, wheel R4	Pitch, wheel R4
PtchPath	deg	Angle	Driver model path	Pitch at ground on driver path	Ground at driver path
PtchShad	deg	Angle	Ground and road	Pitch angle of vehicle shadow 1	Road reference frame 1
PtchShd2	deg	Angle	Ground and road	Pitch angle of vehicle shadow 2	Road reference frame 2
PwrEngAv	kW	Power	Powertrain	Engine available power	Engine available
PwrEngIn	kW	Power	Powertrain	Engine crankshaft input power	Engine crankshaft input
PwrEngO	kW	Power	Powertrain	Engine crankshaft output power	Engine crankshaft output
PwrTrans	kW	Power	Powertrain	Transmission output shaft power	Transmission output shaft
PwrWheel	kW	Power	Powertrain	Power to wheels from powertrain	Drive wheels
Pwr_SC	kW	Power	Speed controller	Power from speed control (no PT)	Speed controller (no powertrain)
Pwr_SCrq	kW	Power	Driver model	Power requested from speed ctrl	Speed controller requested power
Pwr_TC	kW	Power	Powertrain	Trans input shaft power	Transmission input shaft
Qfuel	kg/s	Fuel rate	Powertrain	Fuel rate	Fuel
RdID_L1I	-	Road ID Number	Tires	Road ID for tire L1I	Tire L1I
